"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT05"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-10-12","0.13","0.0","0.0","57","53",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-10-13","0.15","0.0","0.0","57","48",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-10-14","1.10","0.0","0.0","55","49",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-10-15","0.06","0.0","0.0","59","49",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-10-16","0.21","0.0","0.0","63","47",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-10-17","0.02","0.0","0.0","52","47",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-10-18","0.05","0.0","0.0","55","40",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-10-19","0.00","0.0","0.0","61","39",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-10-20","0.00","0.0","0.0","65","31",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-10-21","0.00","0.0","0.0","57","31",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-10-22","0.38","0.0","0.0","57","32",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-10-23","1.02","0.0","0.0","43","40",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-10-24","0.02","0.0","0.0","44","32",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-10-25","0.57","0.0","0.0","46","33",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-10-26","1.29","0.0","0.0","42","33",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-10-27","0.08","0.0","0.0","42","37",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-10-28","0.00","0.0","0.0","42","27",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-10-29","0.00","0.0","0.0","47","28",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-10-30","0.00","0.0","0.0","48","28",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-10-31","0.00","0.0","0.0","62","29",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-01","0.00","0.0","0.0","67","42",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-02","0.45","0.0","0.0","66","40",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-03","0.02","0.0","0.0","50","31",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-04","0.00","0.0","0.0","71","38",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-05","0.00","0.0","0.0","66","50",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-06","0.00","0.0","0.0","70","54",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-07","0.25","0.0","0.0","72","46",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-08","0.00","0.0","0.0","56","37",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-09","0.00","0.0","0.0","53","29",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-10","0.48","0.0","0.0","54","40",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-11","0.07","0.0","0.0","41","32",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-12","0.00","0.0","0.0","44","27",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-13","0.00","0.0","0.0","59","38",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-14","0.00","0.0","0.0","64","46",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-15","0.29","0.0","0.0","51","33",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-16","0.07","0.0","0.0","66","41",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-17","0.47","0.0","0.0","67","29",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-18","0.02","0.0","0.0","37","25",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-19","0.00","0.0","0.0","32","24",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-20","0.00","0.0","0.0","43","30",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-21","0.00","0.0","0.0","55","33",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-22","0.04","0.0","0.0","53","37",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-23","0.08","0.4","0.0","38","19",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-24","0.00","0.4","0.0","30","19",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-25","0.07","0.7","2.0","40","13",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-26","0.02","0.6","2.0","28","17",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-27","0.02","0.2","2.0","35","20",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-28","0.00","0.0","0.0","49","35",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-29","0.00","0.0","0.0","62","49",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-11-30","1.95","0.0","0.0","66","41",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-01","0.03","0.0","0.0","41","32",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-02","0.08","0.6","0.0","33","30",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-03","0.02","0.6","1.0","32","23",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-04","0.04","0.7","1.0","30","21",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-05","0.00","0.1","1.0","28","22",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-06","0.02","0.2","1.0","32","24",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-07","0.01","0.2","1.0","28","17",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-08","0.02","0.9","2.0","24","9",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-09","0.15","3.0","5.0","29","10",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-10","0.00","0.0","5.0","29","22",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-11","0.00","0.0","4.0","30","22",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-12","0.02","0.2","4.0","31","20",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-13","0.03","0.4","4.0","23","6",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-14","0.00","0.0","4.0","18","-11",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-15","0.00","0.1","4.0","18","-8",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-16","0.83","5.3","10.0","34","14",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-17","0.01","0.3","9.0","38","25",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-18","0.00","0.0","8.0","31","7",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-19","0.00","0.0","8.0","29","19",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-20","0.00","0.0","8.0","25","0",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-21","0.00","0.3","8.0","24","6",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-22","0.00","0.0","8.0","26","13",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-23","0.00","0.0","7.0","33","25",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-24","0.00","0.0","6.0","42","28",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-25","0.00","0.0","4.0","44","35",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-26","0.24","0.0","3.0","44","34",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-27","0.17","0.2","4.0","37","21",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-28","0.00","0.1","4.0","32","25",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-29","0.00","0.0","1.0","43","32",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-30","0.34","0.1","1.0","41","28",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2005-12-31","0.02","0.4","2.0","28","24",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-01","0.05","1.2","3.0","33","25",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-02","0.00","0.0","2.0","35","31",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-03","0.44","0.0","0.0","38","32",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-04","0.02","0.0","0.0","38","28",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-05","0.07","0.0","0.0","38","33",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-06","0.03","0.5","0.0","39","26",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-07","0.09","1.3","2.0","27","12",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-08","0.00","0.0","2.0","29","17",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-09","0.00","0.0","1.0","39","29",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-10","0.00","0.0","0.0","46","33",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-11","0.00","0.0","0.0","42","32",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-12","0.06","0.0","0.0","50","34",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-13","0.00","0.0","0.0","52","35",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-14","0.47","0.0","0.0","56","42",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-15","0.08","0.4","0.0","45","12",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-16","0.03","0.3","1.0","13","5",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-17","0.00","0.0","1.0","20","5",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-18","0.79","0.0","0.0","48","13",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-19","0.09","0.0","0.0","49","28",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-20","0.00","0.0","0.0","44","28",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-21","0.00","0.0","0.0","54","43",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-22","0.01","0.0","0.0","55","20",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-23","0.06","0.1","0.0","35","22",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-24","0.06","0.1","0.0","36","17",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-25","0.11","3.4","4.0","37","21",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-26","0.10","2.3","5.0","33","16",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-27","0.00","0.0","4.0","20","-1",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-28","0.00","0.0","3.0","40","1",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-29","0.00","0.0","0.0","52","28",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-30","0.12","0.0","0.0","46","32",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-01-31","0.08","0.0","0.0","52","35",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-01","0.16","0.0","0.0","36","30",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-02","0.00","0.0","0.0","36","30",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-03","0.36","0.0","0.0","50","35",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-04","0.00","0.0","0.0","49","32",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-05","0.36","0.0","0.0","48","35",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-06","0.01","1.0","1.0","40","25",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-07","0.06","1.2","2.0","30","23",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-08","0.11","1.5","4.0","25","20",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-09","0.03","0.8","4.0","26","14",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-10","0.03","0.9","4.0","25","14",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-11","0.07","0.9","4.0","28","14",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-12","0.00","0.0","3.0","33","17",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-13","0.00","0.0","2.0","25","14",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-14","0.00","0.0","2.0","30","21",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-15","0.00","0.0","2.0","41","27",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-16","0.00","0.0","0.0","55","29",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-17","0.02","0.0","0.0","56","41",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-18","0.01","0.2","0.0","52","14",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-19","0.02","0.1","0.0","15","8",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-20","0.00","0.0","0.0","23","8",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-21","0.00","0.0","0.0","30","13",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-22","0.00","0.0","0.0","33","19",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-23","0.00","0.0","0.0","45","26",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-24","0.14","0.3","0.0","40","22",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-25","0.00","0.0","0.0","27","16",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-26","0.00","0.3","1.0","42","12",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-27","0.01","0.2","1.0","17","4",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-02-28","0.04","1.0","2.0","23","7",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-01","0.00","0.3","1.0","24","12",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-02","0.00","0.0","0.0","29","10",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-03","0.44","5.2","5.0","24","15",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-04","0.05","1.6","6.0","21","13",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-05","0.00","0.0","4.0","31","15",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-06","0.00","0.0","3.0","36","10",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-07","0.00","0.0","2.0","31","7",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-08","0.00","0.0","2.0","31","7",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-09","0.06","0.0","0.0","41","11",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-10","0.18","0.0","0.0","55","36",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-11","0.00","0.0","0.0","60","32",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-12","0.00","0.0","0.0","54","39",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-13","0.11","0.0","0.0","58","45",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-14","0.75","0.0","0.0","61","41",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-15","0.00","0.0","0.0","41","28",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-16","0.00","0.0","0.0","36","28",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-17","0.00","0.0","0.0","36","23",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-18","0.00","0.0","0.0","32","21",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-19","0.03","0.5","1.0","31","21",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-20","0.03","0.5","2.0","29","20",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-21","0.00","0.0","0.0","26","8",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-22","0.00","0.4","0.0","31","21",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-23","0.00","0.0","0.0","30","26",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-24","0.00","0.0","0.0","34","20",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-25","0.11","0.8","1.0","42","30",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-26","0.05","0.0","0.0","36","31",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-27","0.00","0.0","0.0","42","21",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-28","0.00","0.0","0.0","48","24",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-29","0.00","0.0","0.0","54","24",,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2006-03-30","0.00","0.0","0.0","58","28",,
